species,locality
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_gambianus,PREDICT_CoV-102
Epomophorus_labiatus,Shamonda_virus
Epomophorus_labiatus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_labiatus,Kenya bat coronavirus/BtKY56/BtKY55
Epomophorus_wahlbergi,Lagos_bat_virus
Epomops_buettikoferi,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_buettikoferi,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_dobsonii,Lagos_bat_virus
Epomops_franqueti,Filovirus
Epomops_franqueti,Marburg Virus (MARV)
Epomops_franqueti,Lloviu
Epomops_franqueti,Marburg Virus (MARV)
Epomops_franqueti,Rift_Valley_fever_virus
Epomops_franqueti,Riston _Ebola
Epomops_franqueti,Shamonda_virus
Epomops_franqueti,Zaire_ebolavirus
Epomops_franqueti,Bat adenovirus isolate 1050597
Epomops_franqueti,Bat adenovirus isolate 1050597
Epomops_franqueti,Chaerephon bat coronavirus/Kenya/KY22/2006
Epomops_franqueti,Eidolon bat coronavirus
Epomops_franqueti,Eidolon bat coronavirus
Epomops_franqueti,Eidolon bat coronavirus
Epomops_franqueti,Eidolon bat coronavirus
Epomops_franqueti,Eidolon bat coronavirus
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,Kenya bat coronavirus/BtKY56/BtKY55
Epomops_franqueti,PREDICT_AdV-28
Epomops_franqueti,PREDICT_AdV-28
Epomops_franqueti,PREDICT_AdV-28
Epomops_franqueti,PREDICT_AdV-29
Epomops_franqueti,PREDICT_CoV-30
Epomops_franqueti,PREDICT_CoV-30
Epomops_franqueti,PREDICT_CoV-35
Epomops_franqueti,PREDICT_PyV-26
Eptesicus_brasiliensis,Rabies_virus
Eptesicus_diminutus,Rabies_virus
Eptesicus_furinalis,Rabies_virus
Eptesicus_fuscus,BatGHV-1
Eptesicus_fuscus,Rocky Mountain bat coronavirus
Eptesicus_fuscus,American _bat _vesiculovirus
Eptesicus_fuscus,Eastern_equine_encephalitis_virus
Eptesicus_fuscus,Eptesipox
Eptesicus_fuscus,Rabies_virus
Eptesicus_fuscus,Rio_Bravo_virus
Eptesicus_fuscus,St._Louis_encephalitis_virus
Eptesicus_fuscus,West_Nile_virus
Eptesicus_serotinus,European_bat_lyssavirus_1
Eptesicus_serotinus,Hantaan_virus
Eptesicus_serotinus,Issyk-Kul_virus
Eptesicus_serotinus,Sers _gammaretrovirus
Eptesicus_serotinus,Sers _nodavirus
Equus_africanus,Bhanja_virus
Equus_africanus,Borna_disease_virus
Equus_africanus,Bwamba
Equus_africanus,Cache _Valley
Equus_africanus,Crimean-Congo_hemorrhagic_fever_virus
Equus_africanus,Vesicular_stomatitis_Indiana_virus
Equus_asinus,African_horse_sickness_virus
Equus_asinus,Borna_disease_virus
Equus_asinus,Bovine_papillomavirus_1
Equus_asinus,Equid_herpesvirus_7
Equus_asinus,Equid_herpesvirus_8
Equus_asinus,Equine_arteritis_virus
Equus_asinus,Equine_encephalosis_virus
Equus_asinus,Human_picobirnavirus
Equus_asinus,Rabies_virus
Equus_asinus,Thogoto_virus
Equus_asinus,Venezuelan_equine_encephalitis_virus
Equus_asinus,Vesicular_exanthema_of_swine_virus
Equus_asinus,Vesicular_stomatitis_Indiana_virus
Equus_asinus,Wesselsbron_virus
Equus_caballus,African_horse_sickness_virus
Equus_caballus,Akabane_virus
Equus_caballus,Anopheles_A_virus
Equus_caballus,Aura_virus
Equus_caballus,Barmah_Forest_virus
Equus_caballus,Borna_disease_virus
Equus_caballus,Bovine_papillomavirus_1
Equus_caballus,Bunyamwera_virus
Equus_caballus,Cabassou_virus
Equus_caballus,California_encephalitis_virus
Equus_caballus,Colorado_tick_fever_virus
Equus_caballus,Corriparta_virus
Equus_caballus,Eastern_equine_encephalitis_virus
Equus_caballus,Encephalomyocarditis_virus
Equus_caballus,Equid_herpesvirus_1
Equus_caballus,Equid_herpesvirus_2
Equus_caballus,Equid_herpesvirus_3
Equus_caballus,Equid_herpesvirus_4
Equus_caballus,Equid_herpesvirus_5
Equus_caballus,Equid_herpesvirus_9
Equus_caballus,Equine_adenovirus_A
Equus_caballus,Equine_adenovirus_B
Equus_caballus,Equine_arteritis_virus
Equus_caballus,Equine_encephalosis_virus
Equus_caballus,Equine_foamy_virus
Equus_caballus,Equine_infectious_anemia_virus
Equus_caballus,Equine_papillomavirus_1
Equus_caballus,Equine_rhinitis_A_virus
Equus_caballus,Equine_rhinitis_B_virus
Equus_caballus,Equine_torovirus
Equus_caballus,Gan_Gan_virus
Equus_caballus,Getah_virus
Equus_caballus,Hendra_virus
Equus_caballus,Highlands_J_virus
Equus_caballus,Human_picobirnavirus
Equus_caballus,Ilheus_virus
Equus_caballus,Kairi_virus
Equus_caballus,Kokobera_virus
Equus_caballus,Main_Drain_virus
Equus_caballus,Middelburg_virus
Equus_caballus,Murray_Valley_encephalitis_virus
Equus_caballus,Peruvian_horse_sickness_virus
Equus_caballus,Rabies_virus
Equus_caballus,Salem_virus
Equus_caballus,Semliki_Forest_virus
Equus_caballus,Sepik_virus
Equus_caballus,Shuni_virus
Equus_caballus,St._Louis_encephalitis_virus
Equus_caballus,Suid_herpesvirus_1
Equus_caballus,Trubanaman_virus
Equus_caballus,Turlock_virus
Equus_caballus,Una_virus
Equus_caballus,Vaccinia_virus
Equus_caballus,Venezuelan_equine_encephalitis_virus
Equus_caballus,Vesicular_stomatitis_Alagoas_virus
Equus_caballus,Vesicular_stomatitis_Indiana_virus
Equus_caballus,Wesselsbron_virus
Equus_caballus,West_Nile_virus
Equus_caballus,Western_equine_encephalitis_virus
Equus_ferus,Barmah_Forest_virus
Equus_ferus,Bhanja_virus
Equus_ferus,Borna_disease_virus
Equus_ferus,Cache _Valley
Equus_ferus,Crimean-Congo_hemorrhagic_fever_virus
Equus_ferus,Dhori_virus
Equus_ferus,Eastern_equine_encephalitis_virus
Equus_ferus,Hendra_virus
Equus_ferus,Hepatitis_E_virus
Equus_ferus,Ilheus_virus
Equus_ferus,Jamestown _Canyon
Equus_ferus,Japanese_encephalitis_virus
Equus_ferus,Khujand_virus
Equus_ferus,Kokobera_virus
Equus_ferus,Louping_ill_virus
Equus_ferus,Rabies_virus
Equus_ferus,Rift_Valley_fever_virus
Equus_ferus,Ross_River_virus
Equus_ferus,Rotavirus_A
Equus_ferus,Sandfly_fever_Sicilian_virus
Equus_ferus,Sindbis_virus
Equus_ferus,St._Louis_encephalitis_virus
Equus_ferus,Tick-borne_encephalitis_virus
Equus_ferus,Usutu_virus
Equus_ferus,Vesicular_exanthema_of_swine_virus
Equus_ferus,Vesicular_stomatitis_Indiana_virus
Equus_ferus,Wesselsbron_virus
Equus_ferus,West_Nile_virus
Equus_ferus,Western_equine_encephalitis_virus
Equus_grevyi,Zika_virus
Equus_hemionus,Equid_herpesvirus_9
Equus_quagga,African_horse_sickness_virus
Equus_quagga,Akabane_virus
Equus_quagga,Bhanja_virus
Equus_quagga,Crimean-Congo_hemorrhagic_fever_virus
Equus_quagga,Equid_herpesvirus_4
Equus_quagga,Equid_herpesvirus_9
Equus_quagga,Equine_arteritis_virus
Equus_quagga,Equine_encephalosis_virus
Equus_quagga,Rift_Valley_fever_virus
Equus_zebra,Zika_virus
Erethizon_dorsatum,Colorado_tick_fever_virus
Erethizon_dorsatum,Powassan_virus
Erethizon_dorsatum,Rabies_virus
Erinaceus_amurensis,Corona
Erinaceus_concolor,Bhanja_virus
Erinaceus_europaeus,Foot-and-mouth_disease_virus
Erinaceus_roumanicus,Tahyna
Erythrocebus_patas,Cercopithecine_herpesvirus_9
Erythrocebus_patas,Chikungunya_virus
Erythrocebus_patas,Dugbe_virus
Erythrocebus_patas,Filovirus
Erythrocebus_patas,Simian _retrovirus _type _D
Erythrocebus_patas,Simian_foamy_virus
Erythrocebus_patas,Simian_hemorrhagic_fever_virus
Erythrocebus_patas,Simian_immunodeficiency_virus
Erythrocebus_patas,Yaba_monkey_tumor_virus
Erythrocebus_patas,Yellow_fever_virus
Erythrocebus_patas,Zika_virus
Erythrocebus_patas,Papiine Herpesvirus 1
Eschrichtius_robustus,Vesicular_exanthema_of_swine_virus
Euderma_maculatum,Rabies_virus
Eudorcas_thomsonii,Akabane_virus
Eudorcas_thomsonii,Bhanja_virus
Eudorcas_thomsonii,Bluetongue_virus
Eudorcas_thomsonii,Equid_herpesvirus_1
Eudorcas_thomsonii,Equid_herpesvirus_9
Eudorcas_thomsonii,Foot-and-mouth_disease_virus
Eudorcas_thomsonii,Peste-des-petits-ruminants_virus
Eudorcas_thomsonii,Rift_Valley_fever_virus
Eulemur_albifrons,Encephalomyocarditis_virus
Eulemur_albifrons,Filovirus
Eulemur_fulvus,Filovirus
Eulemur_macaco,Encephalomyocarditis_virus
Eulemur_macaco,Filovirus
Eulemur_rufus,Filovirus
Eumetopias_jubatus,Great_Island_virus
Eumetopias_jubatus,Vesicular_exanthema_of_swine_virus
Eumops_auripendulus,Rabies_virus
Eumops_glaucinus,Rabies_virus
Eumops_patagonicus,Rabies_virus
Eumops_perotis,Rabies_virus
Felis_catus,Australian_bat_lyssavirus
Felis_catus,Barmah_Forest_virus
Felis_catus,Borna_disease_virus
Felis_catus,Cowpox_virus
Felis_catus,Encephalomyocarditis_virus
Felis_catus,European_bat_lyssavirus_1
Felis_catus,Feline_astrovirus
Felis_catus,Feline_calicivirus
Felis_catus,Feline_coronavirus
Felis_catus,Feline_foamy_virus
Felis_catus,Feline_immunodeficiency_virus
Felis_catus,Feline_leukemia_virus
Felis_catus,Feline_papillomavirus
Felis_catus,Hepatitis_E_virus
Felis_catus,Human_norovirus-Alphatron
Felis_catus,Influenza_A_virus
Felis_catus,Mayaro_virus
Felis_catus,Mokola_virus
Felis_catus,Orf_virus
Felis_catus,Rabies_virus
Felis_catus,Racoonpox_virus
Felis_catus,Ross_River_virus
Felis_catus,Rotavirus_A
Felis_catus,Sandfly_fever_Sicilian_virus
Felis_catus,Severe_acute_respiratory_syndrome-related_coronavirus
Felis_catus,Suid_herpesvirus_1
Felis_catus,TT
Felis_catus,Vaccinia_virus
Felis_nigripes,Rabies_virus
Felis_silvestris,Felid_herpesvirus_1
Felis_silvestris,Feline_calicivirus
Felis_silvestris,Feline_coronavirus
Felis_silvestris,Feline_foamy_virus
Felis_silvestris,Feline_leukemia_virus
Felis_silvestris,Feline_panleukopenia_virus
Felis_silvestris,Rabies_virus
Funambulus_pennantii,Kyasanur_Forest_disease_virus
Funambulus_tristriatus,Kyasanur_Forest_disease_virus
Funisciurus_anerythrus,Monkeypox_virus
Funisciurus_congicus,Monkeypox_virus
Funisciurus_pyrropus,PREDICT_HV-120
Funisciurus_pyrropus,PREDICT_HV-120
Galago_senegalensis,Chikungunya_virus
Galictis_cuja,Junin_virus
Gazella_dorcas,Foot-and-mouth_disease_virus
Gazella_dorcas,Peste-des-petits-ruminants_virus
Gazella_gazella,Bluetongue_virus
Gazella_gazella,Bovine_ephemeral_fever_virus
Gazella_gazella,Foot-and-mouth_disease_virus
Gazella_spekei,Foot-and-mouth_disease_virus
Gazella_subgutturosa,Bhanja_virus
Gazella_subgutturosa,Bluetongue_virus
Gazella_subgutturosa,Epizootic_hemorrhagic_disease_virus
Gazella_subgutturosa,Foot-and-mouth_disease_virus
Genetta_genetta,Crimean-Congo_hemorrhagic_fever_virus
Genetta_genetta,Rabies_virus
Genetta_maculata,African_horse_sickness_virus
Genetta_maculata,Bluetongue_virus
Gerbilliscus_brantsii,Crimean-Congo_hemorrhagic_fever_virus
Gerbilliscus_kempi,Arumowot_virus
Gerbilliscus_kempi,Keuraliba_virus
Gerbilliscus_kempi,Koutango_virus
Gerbilliscus_kempi,Qalyub_virus
Gerbilliscus_kempi,Saboya_virus
Gerbilliscus_kempi,Taterapox_virus
Gerbilliscus_kempi,PREDICT_AdV-23
Gerbilliscus_leucogaster,Crimean-Congo_hemorrhagic_fever_virus
Gerbilliscus_validus,Bunyamwera_virus
Gerbillus_dasyurus,West_Nile_virus
Gerbillus_gerbillus,Bhanja_virus
Giraffa_camelopardalis,Bhanja_virus
Giraffa_camelopardalis,Bluetongue_virus
Giraffa_camelopardalis,Crimean-Congo_hemorrhagic_fever_virus
Giraffa_camelopardalis,Equid_herpesvirus_9
Giraffa_camelopardalis,Foot-and-mouth_disease_virus
Giraffa_camelopardalis,Lumpy_skin_disease_virus
Giraffa_camelopardalis,Rinderpest_virus
Glaucomys_volans,Rabies_virus
Glauconycteris_argentata,Rift_Valley_fever_virus
Glauconycteris_poensis,Kenya bat coronavirus BtKY66/65/63/60
Glauconycteris_poensis,PREDICT_CoV-116
Glauconycteris_variegata,Bat coronavirus Hipposideros
Glauconycteris_variegata,Chaerephon bat coronavirus/Kenya/KY22/2006
Glauconycteris_variegata,PREDICT_PMV-185
Glis_glis,Encephalomyocarditis_virus
Globicephala_melas,Cetacean_morbillivirus_virus
Globicephala_melas,Influenza_A_virus
Glossophaga_commissarisi,Venezuelan_equine_encephalitis_virus
Glossophaga_commissarisi,PREDICT_HV-103
Glossophaga_longirostris,Rabies_virus
Glossophaga_morenoi,Rabies_virus
Glossophaga_soricina,Eastern_equine_encephalitis_virus
Glossophaga_soricina,Ilheus_virus
Glossophaga_soricina,Rabies_virus
Glossophaga_soricina,Rio_Bravo_virus
Glossophaga_soricina,St._Louis_encephalitis_virus
Glossophaga_soricina,Venezuelan_equine_encephalitis_virus
Glossophaga_soricina,Vesicular_stomatitis_Indiana_virus
Glossophaga_soricina,Vesicular_stomatitis_New_Jersey_virus
Glossophaga_soricina,Yellow_fever_virus
Glossophaga_soricina,PREDICT_AdV-14
Glossophaga_soricina,PREDICT_AdV-16
Glossophaga_soricina,PREDICT_AdV-81
Glossophaga_soricina,PREDICT_AdV-87
Glossophaga_soricina,PREDICT_CoV-13
Glossophaga_soricina,PREDICT_CoV-13
Glossophaga_soricina,PREDICT_HV-103
Glossophaga_soricina,PREDICT_HV-103
Glossophaga_soricina,PREDICT_HV-103
Glossophaga_soricina,PREDICT_HV-104
Glossophaga_soricina,PREDICT_HV-105
Glossophaga_soricina,PREDICT_HV-107
Glossophaga_soricina,PREDICT_HV-109
Glossophaga_soricina,PREDICT_PyV-3
Glossophaga_soricina,Venezuelan_equine_encephalitis_virus
Golunda_ellioti,Kyasanur_Forest_disease_virus
Gorilla_beringei,Filovirus
Gorilla_beringei,Hepatitis_B_virus
Gorilla_beringei,Human_adenovirus_B
Gorilla_beringei,Human_adenovirus_C
Gorilla_beringei,Human_herpesvirus_1
Gorilla_beringei_beringei,Cercopithicine Foamy virus
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla lymphocryptovirus 1
Gorilla_beringei_beringei,Gorilla Polyomavirus 1
Gorilla_beringei_beringei,Gorilla Polyomavirus 1
Gorilla_beringei_beringei,Gorilla Polyomavirus 1
Gorilla_beringei_beringei,Gorilla Polyomavirus 1
Gorilla_beringei_beringei,Gorilla Polyomavirus 2
Gorilla_beringei_beringei,Gorilla Rhadinovirus 1
Gorilla_beringei_beringei,Gorilla Rhadinovirus 1
Gorilla_beringei_beringei,Panine herpesvirus 2
Gorilla_beringei_beringei,Panine herpesvirus 2
Gorilla_beringei_beringei,Panine herpesvirus 2
Gorilla_beringei_beringei,Panine herpesvirus 2
Gorilla_beringei_beringei,Panine herpesvirus 2
Gorilla_beringei_beringei,PREDICT_AdV-2
Gorilla_beringei_beringei,PREDICT_EV-1
Gorilla_beringei_beringei,PREDICT_HV-126
Gorilla_beringei_beringei,PREDICT_HV-127
Gorilla_beringei_beringei,PREDICT_HV-127
Gorilla_beringei_beringei,PREDICT_PyV-5
Gorilla_beringei_beringei,PREDICT_PyV-5
Gorilla_beringei_beringei,PREDICT_PyV-6
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_beringei,PREDICT_PyV-7
Gorilla_beringei_graueri,Gorilla Cytomegalovirus 2
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla lymphocryptovirus 1
Gorilla_beringei_graueri,Gorilla Polyomavirus 2
Gorilla_beringei_graueri,Gorilla Rhadinovirus 1
Gorilla_beringei_graueri,Panine herpesvirus 2
Gorilla_beringei_graueri,Panine herpesvirus 2
Gorilla_beringei_graueri,Papiine Herpesvirus 1
Gorilla_gorilla,Filovirus
Gorilla_gorilla,Hepatitis_B_virus
Gorilla_gorilla,Human_adenovirus_B
Gorilla_gorilla,Human_adenovirus_C
Gorilla_gorilla,Human_adenovirus_F
Gorilla_gorilla,Human_enterovirus_A
Gorilla_gorilla,Human_enterovirus_D
Gorilla_gorilla,Human_herpesvirus_1
Gorilla_gorilla,Pongine_herpesvirus_3
Gorilla_gorilla,Riston _Ebola
Gorilla_gorilla,Simian_foamy_virus
Gorilla_gorilla,Simian_immunodeficiency_virus
Gorilla_gorilla,Zaire_ebolavirus
Gorilla_gorilla,Gorilla Bocavirus-1
Gorilla_gorilla,Gorilla lymphocryptovirus 1
Gorilla_gorilla,Gorilla lymphocryptovirus 1
Gorilla_gorilla_gorilla,Gorilla Cytomegalovirus 2
Gorilla_gorilla_gorilla,Gorilla lymphocryptovirus 1
Gorilla_gorilla_gorilla,Gorilla Lymphocryptovirus 2
Graomys_griseoflavus,Andes_virus
Halichoerus_grypus,Phocine_distemper_virus
Halichoerus_grypus,Sealpox
Handleyomys_alfaroi,Venezuelan_equine_encephalitis_virus
Handleyomys_fuscatus,Pichinde_virus
Heimyscus_fumosus,PREDICT_AdV-75
Heimyscus_fumosus,PREDICT_AdV-75
Heimyscus_fumosus,PREDICT_MAstV-110
Heimyscus_fumosus,PREDICT_MAstV-110
Heliosciurus_gambianus,PREDICT_PyV-28
Heliosciurus_rufobrachium,Monkeypox_virus
Hemiechinus_auritus,Crimean-Congo_hemorrhagic_fever_virus
Herpailurus_yagouaroundi,Cowpox_virus
Herpestes_javanicus,Hepatitis_E_virus
Herpestes_javanicus,Rabies_virus
Herpestes_sanguineus,Rabies_virus
Heteromys_anomalus,Bimiti_virus
Heteromys_anomalus,Caraparu_virus
Heteromys_anomalus,Guama_virus
Heteromys_anomalus,Venezuelan_equine_encephalitis_virus
Hippopotamus_amphibius,Zika_virus
Hipposideros_abae,Rift_Valley_fever_virus
Hipposideros_armiger,bat astroviruses
Hipposideros_armiger,Hipposideros adenovirus
Hipposideros_armiger,Japanese_encephalitis_virus
Hipposideros_armiger,Nipah_virus
Hipposideros_armiger,Bat Astrovirus Hi/Guangxi/PX05/2007
Hipposideros_armiger,Bat Astrovirus Tm/Guangxi/LD145/2007
Hipposideros_armiger,Bat Astrovirus Tm/Guangxi/LD39/2007
Hipposideros_armiger,Bat Astrovirus Tm/Guangxi/LD39/2007
Hipposideros_armiger,Bat Astrovirus Tm/Guangxi/LD46/2007
Hipposideros_armiger,PREDICT_MAstV-20
Hipposideros_armiger,PREDICT_MAstV-58
Hipposideros_armiger,PREDICT_MAstV-61
Hipposideros_armiger,PREDICT_MAstV-67
Hipposideros_armiger,SARS-related betacoronavirus Rp3/2004
Hipposideros_armiger,SARS-related betacoronavirus Rp3/2004
Hipposideros_armiger,Vespertilionid betacoronavirus
Hipposideros_armiger,YN12103/CHN/2012
Hipposideros_bicolor,Japanese_encephalitis_virus
Hipposideros_bicolor,PREDICT_CoV-36
Hipposideros_caffer,Bat CoV
Hipposideros_caffer,Chikungunya_virus
Hipposideros_caffer,Rift_Valley_fever_virus
Hipposideros_caffer,Bat coronavirus Gabon/292/2009
Hipposideros_caffer,Bat coronavirus Hipposideros
Hipposideros_caffer,Bat coronavirus Hipposideros
Hipposideros_caffer,Bat coronavirus Hipposideros
Hipposideros_caffer,Bat coronavirus Hipposideros
Hipposideros_caffer,Bat coronavirus Hipposideros
Hipposideros_caffer,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200
Hipposideros_caffer,Coronavirus 229E
Hipposideros_caffer,Coronavirus 229E
Hipposideros_caffer,Coronavirus 229E
Hipposideros_caffer,Coronavirus 229E
Hipposideros_caffer,Coronavirus 229E
Hipposideros_caffer,PREDICT_AdV-36
Hipposideros_caffer,PREDICT_AdV-36
Hipposideros_caffer,PREDICT_AdV-36
Hipposideros_caffer,PREDICT_AdV-48
Hipposideros_caffer,PREDICT_AdV-48
Hipposideros_caffer,PREDICT_AdV-48
Hipposideros_caffer,PREDICT_AdV-48
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-49
Hipposideros_caffer,PREDICT_AdV-50
Hipposideros_caffer,PREDICT_AdV-50
Hipposideros_caffer,PREDICT_AdV-50
Hipposideros_caffer,PREDICT_CoV-32
Hipposideros_caffer,PREDICT_CoV-43
Hipposideros_caffer,PREDICT_CoV-44
Hipposideros_caffer,PREDICT_CoV-44
Hipposideros_caffer,PREDICT_CoV-62
Hipposideros_caffer,PREDICT_CoV-62
Hipposideros_caffer,PREDICT_MAstV-195
Hipposideros_caffer,PREDICT_MAstV-197
Hipposideros_caffer,PREDICT_MAstV-198
Hipposideros_caffer,PREDICT_MAstV-199
Hipposideros_caffer,PREDICT_MAstV-200
Hipposideros_caffer,PREDICT_MAstV-48
Hipposideros_caffer,PREDICT_MAstV-48
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-174
Hipposideros_caffer,PREDICT_PMV-60
Hipposideros_caffer,PREDICT_PyV-11
Hipposideros_caffer,PREDICT_PyV-12
Hipposideros_caffer,PREDICT_PyV-12
Hipposideros_caffer,PREDICT_PyV-12
Hipposideros_caffer,PREDICT_PyV-12
Hipposideros_caffer,PREDICT_PyV-12
Hipposideros_caffer,PREDICT_PyV-13
Hipposideros_caffer,PREDICT_PyV-13
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
Hipposideros_caffer,PREDICT_PyV-14
