species,locality
Callithrix_jacchus,Callitrichine_herpesvirus_3
Callithrix_jacchus,Cowpox_virus
Callithrix_jacchus,Encephalomyocarditis_virus
Callithrix_jacchus,Filovirus
Callithrix_jacchus,GB_virus_A
Callithrix_jacchus,Human_herpesvirus_1
Callithrix_jacchus,Human_herpesvirus_1
Callithrix_jacchus,Sendai_virus
Callithrix_jacchus,Simian_foamy_virus
Callithrix_jacchus,Zika_virus
Callithrix_penicillata,Cowpox_virus
Callithrix_penicillata,Filovirus
Callorhinus_ursinus,San _Miguel _Sea _Lion
Callosciurus_finlaysonii,PREDICT_PMV-151
Callosciurus_notatus,Murid Herpesvirus 2
Callosciurus_notatus,PREDICT_HV-106
Callosciurus_notatus,PREDICT_HV-124
Callosciurus_notatus,PREDICT_HV-96
Callospermophilus_lateralis,Colorado_tick_fever_virus
Calomys_callosus,Andes_virus
Calomys_callosus,Laguna_Negra_virus
Calomys_callosus,Latino_virus
Calomys_callosus,Lebombo_virus
Calomys_callosus,Machupo_virus
Calomys_callosus,Mason-Pfizer_monkey_virus
Calomys_laucha,Argentine _hemorrhagic _fever
Calomys_laucha,Junin_virus
Calomys_laucha,Laguna_Negra_virus
Calomys_musculinus,Argentine _hemorrhagic _fever
Calomys_musculinus,Junin_virus
Calomys_musculinus,St._Louis_encephalitis_virus
Calomys_tener,Pinhal
Calomys_tener,Andes_virus
Caluromys_derbianus,Vesicular_stomatitis_Indiana_virus
Caluromys_philander,Caraparu_virus
Caluromys_philander,Guama_virus
Caluromys_philander,Marituba_virus
Caluromys_philander,Mayaro_virus
Camelus_bactrianus,Crimean-Congo_hemorrhagic_fever_virus
Camelus_bactrianus,Dugbe_virus
Camelus_dromedarius,African_horse_sickness_virus
Camelus_dromedarius,Akabane_virus
Camelus_dromedarius,Alkhurma _hemorrhagic _fever
Camelus_dromedarius,Bhanja_virus
Camelus_dromedarius,Bluetongue_virus
Camelus_dromedarius,Bovine_papular_stomatitis_virus
Camelus_dromedarius,Camelpox_virus
Camelus_dromedarius,Crimean-Congo_hemorrhagic_fever_virus
Camelus_dromedarius,Dhori_virus
Camelus_dromedarius,Dugbe_virus
Camelus_dromedarius,Equine_rhinitis_A_virus
Camelus_dromedarius,Foot-and-mouth_disease_virus
Camelus_dromedarius,Ife_virus
Camelus_dromedarius,Igbo-ora
Camelus_dromedarius,Kyasanur_Forest_disease_virus
Camelus_dromedarius,MERS
Camelus_dromedarius,Omsk_hemorrhagic_fever_virus
Camelus_dromedarius,Orf_virus
Camelus_dromedarius,Orungo_virus
Camelus_dromedarius,Peste-des-petits-ruminants_virus
Camelus_dromedarius,Pseudocowpox_virus
Camelus_dromedarius,Punta_Toro_virus
Camelus_dromedarius,Rift_Valley_fever_virus
Camelus_dromedarius,Ross_River_virus
Camelus_dromedarius,Rotavirus_A
Camelus_dromedarius,Thogoto_virus
Camelus_dromedarius,Wesselsbron_virus
Camelus_ferus,Foot-and-mouth_disease_virus
Canis_adustus,African_horse_sickness_virus
Canis_adustus,Bluetongue_virus
Canis_adustus,Rabies_virus
Canis_aureus,Bluetongue_virus
Canis_aureus,Canine_distemper_virus
Canis_familiaris,African_horse_sickness_virus
Canis_familiaris,Barmah_Forest_virus
Canis_familiaris,Borna_disease_virus
Canis_familiaris,Bunyamwera_virus
Canis_familiaris,Canid_herpesvirus_1
Canis_familiaris,Canine_adenovirus
Canis_familiaris,Canine_calicivirus
Canis_familiaris,Canine_distemper_virus
Canis_familiaris,Canine_minute_virus
Canis_familiaris,Canine_oral_papillomavirus
Canis_familiaris,Crimean-Congo_hemorrhagic_fever_virus
Canis_familiaris,Everglades_virus
Canis_familiaris,Hepatitis_E_virus
Canis_familiaris,Human_norovirus-Alphatron
Canis_familiaris,Human_picobirnavirus
Canis_familiaris,Mammalian_orthoreovirus
Canis_familiaris,Mokola_virus
Canis_familiaris,Murray_Valley_encephalitis_virus
Canis_familiaris,Rabies_virus
Canis_familiaris,Ross_River_virus
Canis_familiaris,Sandfly_fever_Sicilian_virus
Canis_familiaris,St._Louis_encephalitis_virus
Canis_familiaris,Suid_herpesvirus_1
Canis_familiaris,Vaccinia_virus
